respondent_id,role,class_name,submitted_at,S0.1,S0.2,S0.3,S0.4,S1.1,S1.1__freetext,S1.2,S1.3,S1.4,S1.5,S1.6,S2.1,S2.2,S2.3,S2.4,S2.4__freetext,S2.5,S3.1,S3.2,S3.3,S3.4,S3.5,S3.6,S3.7,S4.1,S4.2,S4.3,S4.4,S4.5,S5.1,S5.2,S5.3,S5.4,S5.5,S6.1,S6.2,S6.3,S6.4,S7.1,S7.2,S7.3
S022,student,1AHBG,2026-05-05T10:23:33.4266667,9. Schulstufe (1. Klasse Oberstufe),Sonstiger Schwerpunkt,2,"Ja, ein paar Mal ausprobiert",ChatGPT|Google Gemini|Microsoft Copilot|Perplexity,,Nein,Mehrmals pro Woche,Zusammenfassungen erstellen|Prüfungsvorbereitung|Übersetzungen,Smartphone,2,Mehrmals pro Woche,"Zur Vorbereitung auf Tests und Schularbeiten|Beim Programmieren (Fehler finden, Code verstehen)|Bei Hausübungen, wenn ich nicht weiterkomme",Weiß ich noch nicht,Physik|Englisch|Programmierunterricht,,Stoffe aus dem unterricht mit den unterlagen,Stoff Schritt für Schritt erklären|Zusammenfassungen von Unterrichtsmaterial erstellen|Sich an mein Lerntempo und meinen Wissensstand anpassen,Das hängt vom Thema ab — ich möchte wählen können,Die komplette Lösung zeigen und erklären,3,"Ja, vereinfachte Sprache wäre hilfreich",,2,2,3,2,3,"Sofort verfügbare Hilfe, auch außerhalb des Unterrichts|Individuelles Feedback auf meine Aufgaben|Gezielte Vorbereitung auf Prüfungen",2,2,Manchmal,1,2,2,"Finde ich unangenehm, auch wenn niemand weiß, dass es mein Chat ist","Für keinen Zweck — meine Chats sollen privat bleiben|Um zu sehen, ob der KI-Tutor gut funktioniert|Um häufige Missverständnisse zu erkennen","Wäre nett, aber nicht entscheidend",Falsche Lösungen,Bessere noten,
S023,student,1AHBG,2026-05-05T10:23:50.2466667,9. Schulstufe (1. Klasse Oberstufe),Naturwissenschaften,3,"Ja, regelmäßig",ChatGPT|Google Gemini,,Nein,Mehrmals pro Woche,"Erklärungen zu Themen, die ich nicht verstehe|Zusammenfassungen erstellen",Smartphone,2,Täglich,"Zur Vorbereitung auf Tests und Schularbeiten|Beim Programmieren (Fehler finden, Code verstehen)|Bei Hausübungen, wenn ich nicht weiterkomme",Weiß ich noch nicht,Angewandte Mathematik|Programmierunterricht|Physik,,Sie müssten korrekt sein😤😑 und sie sollten Fachwörter weniger verwenden,"Stoff Schritt für Schritt erklären|Bei Aufgaben Hinweise geben, ohne die Lösung zu verraten|Sich an mein Lerntempo und meinen Wissensstand anpassen",Das hängt vom Thema ab — ich möchte wählen können,"Einen Hinweis geben, der mich in die richtige Richtung lenkt",2,"Nein, Deutsch reicht völlig",Ohne Geld Bilder hochladen zum korrigieren etc 😑,2,3,3,4,3,"Sofort verfügbare Hilfe, auch außerhalb des Unterrichts|Gezielte Vorbereitung auf Prüfungen|Personalisiertes Lerntempo",3,3,Manchmal,2,3,2,"Finde ich gut, das hilft beim Lernen",Um den Unterricht besser an unsere Fragen anzupassen,"Ja, Quellenangaben sind mir wichtig",Er ist nich gut🤣🤣🤣🤣,Beim Schritt-Für-Schritt erklären zum Lernen bzw zum wiederholen des Stoffes nach dem Unterricht,
S024,student,1AHBG,2026-05-05T10:29:29.7533333,9. Schulstufe (1. Klasse Oberstufe),Naturwissenschaften,3,"Ja, regelmäßig",ChatGPT,,Nein,Mehrmals pro Woche,"Erklärungen zu Themen, die ich nicht verstehe|Hausübungen lösen oder kontrollieren|Prüfungsvorbereitung",Smartphone,2,Etwa einmal pro Woche,"Bei Hausübungen, wenn ich nicht weiterkomme|Zur Vorbereitung auf Tests und Schularbeiten",Hauptsächlich zu Hause,Physik,BSV,"Man müsste gratis viele Bilder hochladen können von Aufgaben, z.B. Schaltungen in BSV.
Und es wäre gut, wenn man angeben könnte was man schon weiß, damit keine Formeln verwendet werden, die man gar nicht kennt.","Neue Übungsbeispiele erstellen, die zu meinem Wissensstand passen|Stoff Schritt für Schritt erklären|Meine Texte oder meinen Code korrigieren und Rückmeldung geben",Das hängt vom Thema ab — ich möchte wählen können,"Erst fragen, wo genau ich hänge, und dann gezielt helfen",3,"Ja, vereinfachte Sprache wäre hilfreich",,2,1,3,2,3,"Bessere Erklärungen als im Lehrbuch|Sofort verfügbare Hilfe, auch außerhalb des Unterrichts|Gezielte Vorbereitung auf Prüfungen",2,3,Meistens,2,2,4,"Finde ich unangenehm, auch wenn niemand weiß, dass es mein Chat ist",Um den Unterricht besser an unsere Fragen anzupassen,"Wäre nett, aber nicht entscheidend","Wenn er immer nur unvollständige Antworten gibt - er soll auch die ganze Lösung anzeigen können, aber nur wenn ich es explizit sage.",Wenn ich etwas nicht verstehe und nachfragen kann.,
S025,student,1AHBG,2026-05-11T12:58:41.8700000,9. Schulstufe (1. Klasse Oberstufe),Sonstiger Schwerpunkt,4,"Ja, regelmäßig",ChatGPT,,Nein,Täglich,"Erklärungen zu Themen, die ich nicht verstehe|Hausübungen lösen oder kontrollieren|Texte schreiben oder verbessern",Smartphone,4,Täglich,"Bei Hausübungen, wenn ich nicht weiterkomme|Um Texte zu verbessern oder Feedback zu bekommen|Beim Programmieren (Fehler finden, Code verstehen)",Beides gleichermaßen,Angewandte Mathematik|Programmierunterricht,BSV,Erklären ,"Stoff Schritt für Schritt erklären|Bei Aufgaben Hinweise geben, ohne die Lösung zu verraten|Quellen und weiterführende Links anbieten","Kurze, knappe Antworten",Die komplette Lösung zeigen und erklären,4,"Ja, vereinfachte Sprache wäre hilfreich",Schnelleres einkleiden mehrerer Seiten ,4,4,4,3,4,"Bessere Erklärungen als im Lehrbuch|Sofort verfügbare Hilfe, auch außerhalb des Unterrichts|Gezielte Vorbereitung auf Prüfungen",4,4,Immer,4,4,4,Ist mir egal,"Um den Unterricht besser an unsere Fragen anzupassen|Um häufige Missverständnisse zu erkennen|Um zu sehen, ob der KI-Tutor gut funktioniert","Wäre nett, aber nicht entscheidend",Gibt keine No Go ,Personalisiertes lernen ,Nein 
S026,student,1AHIF,2026-04-17T08:38:27.4466667,9. Schulstufe (1. Klasse Oberstufe),Informatik,2,"Ja, ein paar Mal ausprobiert",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S027,student,1BHBG,2026-05-05T10:22:58.2133333,9. Schulstufe (1. Klasse Oberstufe),Sonstiger Schwerpunkt,1,"Ja, regelmäßig",ChatGPT,,Nein,Täglich,"Erklärungen zu Themen, die ich nicht verstehe|Hausübungen lösen oder kontrollieren|Übersetzungen",Smartphone,3,Mehrmals pro Woche,"Bei Hausübungen, wenn ich nicht weiterkomme|Zur Vorbereitung auf Tests und Schularbeiten|Beim Programmieren (Fehler finden, Code verstehen)",Beides gleichermaßen,,MGT,MGT,"Stoff Schritt für Schritt erklären|Neue Übungsbeispiele erstellen, die zu meinem Wissensstand passen|Meine Texte oder meinen Code korrigieren und Rückmeldung geben",Das hängt vom Thema ab — ich möchte wählen können,Die komplette Lösung zeigen und erklären,3,"Ja, vereinfachte Sprache wäre hilfreich",,2,2,3,3,3,"Sofort verfügbare Hilfe, auch außerhalb des Unterrichts|Gezielte Vorbereitung auf Prüfungen|Individuelles Feedback auf meine Aufgaben",3,4,Meistens,1,3,2,"Finde ich unangenehm, auch wenn niemand weiß, dass es mein Chat ist",Um häufige Missverständnisse zu erkennen|Um den Unterricht besser an unsere Fragen anzupassen,"Wäre nett, aber nicht entscheidend",Falsche Erklärung und Antworten,Besseres Verständnis,
S028,student,1BHBG,2026-05-11T12:56:16.1766667,13. Schulstufe,Wirtschaft,4,"Nein, noch nie",DeepL,,Nein,Nie,Übersetzungen,Desktop-PC,1,Gar nicht,Zum eigenständigen Vertiefen über den Unterricht hinaus,Weiß ich noch nicht,,SOPK,Käsekuchen,Quellen und weiterführende Links anbieten,Schritt-für-Schritt-Anleitungen,"Erst fragen, wo genau ich hänge, und dann gezielt helfen",1,"Nein, Deutsch reicht völlig",Käsekuchen,1,1,1,1,1,Gezielte Vorbereitung auf Prüfungen|Bessere Erklärungen als im Lehrbuch|Personalisiertes Lerntempo,1,1,Nie,1,1,4,Nur wenn ich vorher informiert werde,Für keinen Zweck — meine Chats sollen privat bleiben,"Nein, mir reicht eine gute Antwort",Käsekuchen ,Käsekuchen,
S029,student,1BHBG,2026-05-11T12:59:20.5033333,9. Schulstufe (1. Klasse Oberstufe),Sonstiger Schwerpunkt,3,"Ja, regelmäßig",ChatGPT|Google Gemini,,Nein,Täglich,Hausübungen lösen oder kontrollieren|Übersetzungen|Prüfungsvorbereitung,Desktop-PC,4,Täglich,"Bei Hausübungen, wenn ich nicht weiterkomme|Zur Vorbereitung auf Tests und Schularbeiten|Um Unterrichtsstoff nachzuarbeiten, den ich nicht verstanden habe",Beides gleichermaßen,Angewandte Mathematik|Biologie|Physik,,Mehr uploads haben ,"Sich an mein Lerntempo und meinen Wissensstand anpassen|Neue Übungsbeispiele erstellen, die zu meinem Wissensstand passen|Stoff Schritt für Schritt erklären",Mit Beispielen und Vergleichen aus dem Alltag,Die komplette Lösung zeigen und erklären,4,"Ja, vereinfachte Sprache wäre hilfreich",,3,4,4,1,4,Gezielte Vorbereitung auf Prüfungen|Motivation und Abwechslung beim Lernen|Personalisiertes Lerntempo,4,4,Immer,1,1,1,Ist mir egal,"Um zu sehen, ob der KI-Tutor gut funktioniert","Ja, Quellenangaben sind mir wichtig",Das er zu viel Geld verlangt ,"Ganz ehrlich, würd ich den brauchen damit ich Fragen auch verstehen kann. Weil diese Frage versteh ich nicht so ganz ",
S030,student,1BHBG,2026-05-11T13:01:03.6166667,9. Schulstufe (1. Klasse Oberstufe),Sonstiger Schwerpunkt,3,"Nein, noch nie",Google Gemini|Claude Code|Claude Cowork,,"Ja, über 10 €/Monat",Täglich,"Erklärungen zu Themen, die ich nicht verstehe|Hausübungen lösen oder kontrollieren|Prüfungsvorbereitung",Smartphone,3,Täglich,"Bei Hausübungen, wenn ich nicht weiterkomme|Zur Vorbereitung auf Tests und Schularbeiten|Um Unterrichtsstoff nachzuarbeiten, den ich nicht verstanden habe",Hauptsächlich zu Hause,Angewandte Mathematik,Biosignalverarbeitung,"Er müsste die Fächer, die wir haben genau verstehen und erklären können","Neue Übungsbeispiele erstellen, die zu meinem Wissensstand passen|Zusammenfassungen von Unterrichtsmaterial erstellen|Sich an mein Lerntempo und meinen Wissensstand anpassen",Das hängt vom Thema ab — ich möchte wählen können,"Erst fragen, wo genau ich hänge, und dann gezielt helfen",4,"Nein, Deutsch reicht völlig","Das sie genau die fächer verstehen, die wir haben",2,2,4,4,3,"Bessere Erklärungen als im Lehrbuch|Sofort verfügbare Hilfe, auch außerhalb des Unterrichts|Individuelles Feedback auf meine Aufgaben",3,3,Immer,1,3,2,Ist mir egal,Um den Unterricht besser an unsere Fragen anzupassen,"Nein, mir reicht eine gute Antwort",Es ließt jemand die chats und weiß wer was schreibt.,Bessere und immer verfügbare Hilfe ,KIs verstehen nicht wirklich die Fächer ganz genau
S031,student,1BHBG,2026-05-11T13:01:14.7166667,9. Schulstufe (1. Klasse Oberstufe),Sonstiger Schwerpunkt,4,"Ja, regelmäßig",ChatGPT|Microsoft Copilot|Google Gemini|DeepL|GitHub Copilot|Claude Code|Claude Cowork,,Nein,Mehrmals pro Woche,"Erklärungen zu Themen, die ich nicht verstehe|Programmieren und Fehlersuche im Code|Prüfungsvorbereitung",Smartphone,2,Täglich,"Zur Vorbereitung auf Tests und Schularbeiten|Um Unterrichtsstoff nachzuarbeiten, den ich nicht verstanden habe|Beim Programmieren (Fehler finden, Code verstehen)",Beides gleichermaßen,Programmierunterricht|Angewandte Mathematik|Physik,,Besser erklären,"Neue Übungsbeispiele erstellen, die zu meinem Wissensstand passen|Stoff Schritt für Schritt erklären|Sich an mein Lerntempo und meinen Wissensstand anpassen",Schritt-für-Schritt-Anleitungen,"Erst fragen, wo genau ich hänge, und dann gezielt helfen",4,"Ja, vereinfachte Sprache wäre hilfreich",Limit,4,4,4,4,4,Personalisiertes Lerntempo|Bessere Erklärungen als im Lehrbuch|Motivation und Abwechslung beim Lernen,1,4,Immer,3,1,1,"Finde ich unangenehm, auch wenn niemand weiß, dass es mein Chat ist",Für keinen Zweck — meine Chats sollen privat bleiben,"Ja, Quellenangaben sind mir wichtig",Geld zahlen,Lernen,Sagt nicht alles chat
S032,student,1BHBG,2026-05-11T13:01:35.5033333,9. Schulstufe (1. Klasse Oberstufe),Naturwissenschaften,2,"Ja, regelmäßig",ChatGPT,,Nein,Mehrmals pro Woche,Hausübungen lösen oder kontrollieren|Texte schreiben oder verbessern|Übersetzungen,Smartphone,2,Mehrmals pro Woche,"Bei Hausübungen, wenn ich nicht weiterkomme|Beim Programmieren (Fehler finden, Code verstehen)|Um Texte zu verbessern oder Feedback zu bekommen",Beides gleichermaßen,Angewandte Mathematik|Deutsch,,das man mehr bilder einfügen kann und umbegrenzte fragen stellen,"Bei Aufgaben Hinweise geben, ohne die Lösung zu verraten|Quellen und weiterführende Links anbieten|Zusammenfassungen von Unterrichtsmaterial erstellen",Schritt-für-Schritt-Anleitungen,Die komplette Lösung zeigen und erklären,4,"Ja, vereinfachte Sprache wäre hilfreich",,2,3,3,2,2,Personalisiertes Lerntempo,2,3,Selten,1,3,1,"Finde ich unangenehm, auch wenn niemand weiß, dass es mein Chat ist",Für keinen Zweck — meine Chats sollen privat bleiben,"Wäre nett, aber nicht entscheidend",falsche antworten ,richtige antworten ,
S033,student,1BHBG,2026-05-11T13:01:55.9766667,9. Schulstufe (1. Klasse Oberstufe),Sonstiger Schwerpunkt,2,"Ja, regelmäßig",ChatGPT,,Nein,Täglich,"Erklärungen zu Themen, die ich nicht verstehe|Texte schreiben oder verbessern|Prüfungsvorbereitung",Smartphone,2,Täglich,"Bei Hausübungen, wenn ich nicht weiterkomme|Um Texte zu verbessern oder Feedback zu bekommen|Zur Vorbereitung auf Tests und Schularbeiten",Beides gleichermaßen,Physik|Programmierunterricht,,"Kein Limit haben, denn bei bspw. ChatGPT kann man Nur 3 bilder pro Tag hochladen","Bei Aufgaben Hinweise geben, ohne die Lösung zu verraten|Zusammenfassungen von Unterrichtsmaterial erstellen|Sich an mein Lerntempo und meinen Wissensstand anpassen",Das hängt vom Thema ab — ich möchte wählen können,"Erst fragen, wo genau ich hänge, und dann gezielt helfen",4,"Nein, Deutsch reicht völlig",,4,2,2,3,2,Individuelles Feedback auf meine Aufgaben|Motivation und Abwechslung beim Lernen|Personalisiertes Lerntempo,4,3,Immer,1,1,1,Nur wenn ich vorher informiert werde,Um den Unterricht besser an unsere Fragen anzupassen,"Ja, Quellenangaben sind mir wichtig",Direkt ohne Erklärung einfach die Lösung hinschreiben.,Er gibt nur bspw. bei Texten eine Grundstruktur.,
S034,student,1BHBG,2026-05-11T13:02:05.2966667,9. Schulstufe (1. Klasse Oberstufe),Naturwissenschaften,3,"Ja, regelmäßig",ChatGPT,,Nein,Mehrmals pro Woche,"Erklärungen zu Themen, die ich nicht verstehe|Prüfungsvorbereitung",Smartphone,3,Mehrmals pro Woche,"Bei Hausübungen, wenn ich nicht weiterkomme|Zur Vorbereitung auf Tests und Schularbeiten",Weiß ich noch nicht,Programmierunterricht|Angewandte Mathematik|Physik,,"keinen limit haben
genaue erklärungen",Stoff Schritt für Schritt erklären|Quellen und weiterführende Links anbieten|Sich an mein Lerntempo und meinen Wissensstand anpassen,Schritt-für-Schritt-Anleitungen,"Erst fragen, wo genau ich hänge, und dann gezielt helfen",4,Beides wäre hilfreich,,3,1,4,3,3,Gezielte Vorbereitung auf Prüfungen|Bessere Erklärungen als im Lehrbuch,3,3,Manchmal,1,2,3,Ist mir egal,"Um zu sehen, ob der KI-Tutor gut funktioniert","Wäre nett, aber nicht entscheidend",nicht hilfreich sein,"Hü
übung für sa
",
S035,student,1BHBG,2026-05-11T13:02:06.9200000,9. Schulstufe (1. Klasse Oberstufe),Sonstiger Schwerpunkt,3,"Ja, regelmäßig",ChatGPT|Google Gemini,,Weiß nicht (z.B. Eltern zahlen),Mehrmals pro Woche,"Erklärungen zu Themen, die ich nicht verstehe|Prüfungsvorbereitung|Hausübungen lösen oder kontrollieren",Smartphone,3,Mehrmals pro Woche,"Bei Hausübungen, wenn ich nicht weiterkomme|Zur Vorbereitung auf Tests und Schularbeiten|Beim Programmieren (Fehler finden, Code verstehen)",Weiß ich noch nicht,Angewandte Mathematik|Programmierunterricht|Physik,,"Keinen limit haben, genaue erklärungen","Stoff Schritt für Schritt erklären|Neue Übungsbeispiele erstellen, die zu meinem Wissensstand passen",Das hängt vom Thema ab — ich möchte wählen können,"Erst fragen, wo genau ich hänge, und dann gezielt helfen",4,"Ja, vereinfachte Sprache wäre hilfreich",,4,2,4,3,3,Gezielte Vorbereitung auf Prüfungen|Bessere Erklärungen als im Lehrbuch,3,2,Manchmal,1,1,3,Ist mir egal,Um den Unterricht besser an unsere Fragen anzupassen,"Wäre nett, aber nicht entscheidend",Nicht hilfreich sein ,"Hü,
Übung für SA",
S036,student,1BHBG,2026-05-11T13:02:18.4100000,9. Schulstufe (1. Klasse Oberstufe),Sonstiger Schwerpunkt,2,"Ja, ein paar Mal ausprobiert",ChatGPT|Google Gemini|Perplexity|Claude Code,,Nein,Etwa einmal pro Woche,Hausübungen lösen oder kontrollieren|Programmieren und Fehlersuche im Code|Prüfungsvorbereitung,Smartphone,2,Mehrmals pro Woche,"Bei Hausübungen, wenn ich nicht weiterkomme|Zur Vorbereitung auf Tests und Schularbeiten|Um Unterrichtsstoff nachzuarbeiten, den ich nicht verstanden habe",Hauptsächlich zu Hause,Angewandte Mathematik|Programmierunterricht|Physik,,Schnellere Response,Stoff Schritt für Schritt erklären|Sich an mein Lerntempo und meinen Wissensstand anpassen|Zusammenfassungen von Unterrichtsmaterial erstellen,Schritt-für-Schritt-Anleitungen,"Den nächsten Lösungsschritt zeigen, aber nicht die ganze Lösung",4,Beides wäre hilfreich,,4,3,3,2,3,"Personalisiertes Lerntempo|Bessere Erklärungen als im Lehrbuch|Sofort verfügbare Hilfe, auch außerhalb des Unterrichts",3,3,Manchmal,3,1,4,"Finde ich unangenehm, auch wenn niemand weiß, dass es mein Chat ist",Für keinen Zweck — meine Chats sollen privat bleiben,"Wäre nett, aber nicht entscheidend",Eine Paywall,Schritt für Schritt Anleitungen ,
S037,student,1BHBG,2026-05-11T13:02:28.8433333,9. Schulstufe (1. Klasse Oberstufe),Naturwissenschaften,3,"Ja, regelmäßig",ChatGPT|Google Gemini,,Nein,Täglich,"Erklärungen zu Themen, die ich nicht verstehe|Prüfungsvorbereitung|Zusammenfassungen erstellen",Smartphone,3,Täglich,"Bei Hausübungen, wenn ich nicht weiterkomme|Zur Vorbereitung auf Tests und Schularbeiten|Um Unterrichtsstoff nachzuarbeiten, den ich nicht verstanden habe",Hauptsächlich im Unterricht,Deutsch,,Sich auf ein bestimmtes Fach spezialisieren,"Neue Übungsbeispiele erstellen, die zu meinem Wissensstand passen|Stoff Schritt für Schritt erklären|Zusammenfassungen von Unterrichtsmaterial erstellen",Das hängt vom Thema ab — ich möchte wählen können,"Einen Hinweis geben, der mich in die richtige Richtung lenkt",3,Beides wäre hilfreich,,3,3,3,3,2,"Bessere Erklärungen als im Lehrbuch|Sofort verfügbare Hilfe, auch außerhalb des Unterrichts|Gezielte Vorbereitung auf Prüfungen",4,4,Selten,1,2,3,Nur wenn ich vorher informiert werde,Um den Unterricht besser an unsere Fragen anzupassen|Um häufige Missverständnisse zu erkennen,"Ja, Quellenangaben sind mir wichtig",Zu viele Persönliche Daten,Immer nutzbar und auch einfache Erklärungen,
S038,student,1BHBG,2026-05-11T13:02:59.7333333,9. Schulstufe (1. Klasse Oberstufe),Sonstiger Schwerpunkt,3,"Ja, regelmäßig",ChatGPT|Google Gemini,,Nein,Etwa einmal pro Woche,"Erklärungen zu Themen, die ich nicht verstehe|Prüfungsvorbereitung|Zusammenfassungen erstellen",Smartphone,2,Seltener,"Bei Hausübungen, wenn ich nicht weiterkomme|Zur Vorbereitung auf Tests und Schularbeiten|Um Unterrichtsstoff nachzuarbeiten, den ich nicht verstanden habe",Hauptsächlich zu Hause,Angewandte Mathematik,,Kein Limit ,"Neue Übungsbeispiele erstellen, die zu meinem Wissensstand passen|Stoff Schritt für Schritt erklären|Bei Aufgaben Hinweise geben, ohne die Lösung zu verraten","Kurze, knappe Antworten","Den nächsten Lösungsschritt zeigen, aber nicht die ganze Lösung",3,"Ja, vereinfachte Sprache wäre hilfreich",,3,3,3,4,3,Bessere Erklärungen als im Lehrbuch|Individuelles Feedback auf meine Aufgaben|Gezielte Vorbereitung auf Prüfungen,2,3,Meistens,4,2,2,"Finde ich unangenehm, auch wenn niemand weiß, dass es mein Chat ist",Um häufige Missverständnisse zu erkennen,"Ja, Quellenangaben sind mir wichtig",Wenn es sich nicht ca denken kann was ich will (ich muss exakt schreiben was ich will),Langweilige Aufgaben schneller machen die ich eh schon kann,
S039,student,1BHBG,2026-05-11T13:03:59.4866667,9. Schulstufe (1. Klasse Oberstufe),Sonstiger Schwerpunkt,2,"Ja, regelmäßig",ChatGPT|Google Gemini,,Nein,Seltener,"Erklärungen zu Themen, die ich nicht verstehe",Smartphone,2,Mehrmals pro Woche,"Zur Vorbereitung auf Tests und Schularbeiten|Um Unterrichtsstoff nachzuarbeiten, den ich nicht verstanden habe|Bei Hausübungen, wenn ich nicht weiterkomme",Beides gleichermaßen,,"Biomedizinische Signalverarbeitung, medizinische gerätetechnik",Zweig spezifischere antworten und kein Gespräch anfangen so dern nur informationen geben ,"Neue Übungsbeispiele erstellen, die zu meinem Wissensstand passen|Stoff Schritt für Schritt erklären|Bei Aufgaben Hinweise geben, ohne die Lösung zu verraten",Schritt-für-Schritt-Anleitungen,"Erst fragen, wo genau ich hänge, und dann gezielt helfen",4,"Nein, Deutsch reicht völlig",,2,1,2,3,2,"Bessere Erklärungen als im Lehrbuch|Sofort verfügbare Hilfe, auch außerhalb des Unterrichts|Motivation und Abwechslung beim Lernen",1,4,Selten,1,4,3,"Finde ich gut, das hilft beim Lernen",Um den Unterricht besser an unsere Fragen anzupassen|Um häufige Missverständnisse zu erkennen,"Wäre nett, aber nicht entscheidend",Persönliche Daten freigeben ,Lernen ,Nein
